1,10,6,4,[3, 3, 4, 3, 3, 4],[5, 2, 5, 5]
371,10,8,2,[5, 5, 5, 6, 6, 5, 5, 6],[4, 7]
372,10,7,3,[3, 5, 3, 4, 4, 5, 5],[2, 7, 6]
373,10,7,3,[7, 6, 7, 6, 7, 7, 7],[9, 1, 9]
374,10,7,3,[5, 5, 5, 5, 6, 5, 5],[7, 7, 7]
376,10,8,2,[7, 6, 6, 7, 7, 6, 7, 7],[8, 4]
377,10,7,3,[4, 5, 5, 4, 5, 5, 4],[3, 6, 3]
378,10,8,2,[4, 3, 3, 4, 2, 5, 3, 4],[1, 9]
379,10,9,1,[7, 6, 7, 7, 7, 7, 6, 6, 7],[5]
380,10,4,6,[6, 6, 6, 6],[5, 5, 7, 5, 5, 7]
381,10,8,2,[6, 6, 5, 5, 5, 7, 6, 6],[9, 9]
382,10,7,3,[2, 3, 3, 2, 4, 4, 2],[1, 5, 5]
383,10,8,2,[3, 3, 4, 3, 4, 3, 3, 4],[1, 5]
384,10,7,3,[5, 5, 4, 4, 5, 3, 4],[6, 6, 1]
385,10,8,2,[3, 5, 4, 3, 3, 3, 4, 3],[7, 2]
386,10,8,2,[6, 6, 6, 6, 6, 6, 6, 6],[7, 7]
387,10,6,4,[6, 5, 5, 5, 6, 6],[4, 7, 3, 7]
388,10,7,3,[3, 3, 3, 3, 3, 3, 3],[2, 4, 1]
389,10,7,3,[4, 4, 5, 3, 4, 3, 4],[1, 6, 6]
390,10,6,4,[3, 4, 4, 3, 5, 3],[7, 7, 1, 2]
391,10,7,3,[5, 4, 4, 4, 5, 5, 4],[3, 3, 6]
392,10,8,2,[4, 4, 4, 4, 5, 5, 5, 5],[3, 9]
393,10,8,2,[3, 3, 3, 4, 3, 3, 3, 3],[6, 6]
394,10,7,3,[6, 6, 6, 7, 6, 6, 7],[8, 8, 5]
395,10,7,3,[3, 4, 4, 3, 4, 3, 3],[1, 5, 6]
396,10,5,5,[4, 4, 4, 4, 4],[5, 3, 3, 3, 5]
397,10,7,3,[5, 4, 5, 6, 6, 6, 4],[7, 2, 2]
398,10,9,1,[6, 4, 5, 5, 4, 4, 5, 5, 5],[9]
399,10,7,3,[4, 3, 5, 5, 4, 4, 5],[7, 6, 1]
400,10,5,5,[4, 4, 4, 4, 4],[3, 5, 3, 3, 5]
401,10,8,2,[3, 3, 3, 3, 3, 3, 3, 3],[4, 5]
402,10,8,2,[7, 5, 6, 6, 7, 5, 7, 6],[8, 4]
403,10,8,2,[3, 4, 4, 2, 3, 4, 3, 3],[1, 7]
404,10,5,5,[5, 4, 5, 5, 4],[3, 3, 7, 6, 3]
405,10,4,6,[3, 3, 3, 3],[2, 2, 4, 2, 4, 2]
406,10,4,6,[5, 3, 4, 4],[6, 2, 2, 2, 6, 6]
408,10,7,3,[3, 4, 3, 4, 4, 4, 4],[2, 1, 7]
409,10,6,4,[4, 5, 4, 5, 4, 4],[3, 6, 3, 6]
410,10,7,3,[3, 3, 3, 3, 3, 4, 3],[2, 6, 6]
411,10,8,2,[5, 4, 4, 5, 4, 4, 4, 5],[3, 9]
413,10,5,5,[5, 5, 5, 5, 6],[3, 7, 2, 7, 7]
414,10,7,3,[5, 5, 4, 4, 3, 4, 5],[6, 1, 6]
415,10,7,3,[4, 3, 3, 3, 3, 3, 3],[1, 5, 6]
416,10,6,4,[3, 4, 3, 4, 3, 3],[2, 5, 1, 5]
417,10,7,3,[4, 5, 4, 6, 4, 5, 6],[7, 7, 2]
418,10,4,6,[6, 5, 4, 6],[3, 7, 3, 3, 3, 7]
419,10,5,5,[6, 6, 6, 6, 6],[5, 7, 5, 5, 7]
421,10,8,2,[3, 3, 3, 4, 2, 2, 4, 4],[1, 6]
422,10,9,1,[7, 6, 6, 7, 6, 7, 7, 7, 6],[9]
423,10,7,3,[4, 3, 3, 3, 4, 4, 4],[1, 5, 5]
424,10,9,1,[3, 3, 4, 3, 3, 4, 3, 3, 4],[7]
425,10,9,1,[6, 7, 8, 7, 6, 8, 7, 6, 6],[9]
426,10,7,3,[6, 5, 6, 5, 6, 4, 4],[7, 2, 3]
427,10,8,2,[3, 3, 2, 3, 4, 3, 3, 3],[1, 5]
428,10,8,2,[5, 5, 5, 5, 5, 5, 5, 5],[6, 7]
429,10,6,4,[6, 6, 7, 6, 6, 7],[9, 5, 5, 5]
430,10,5,5,[3, 3, 3, 3, 3],[2, 1, 4, 4, 4]
431,10,9,1,[6, 5, 7, 6, 7, 7, 7, 5, 7],[1]
432,10,8,2,[4, 3, 3, 3, 4, 4, 4, 4],[5, 2]
433,10,5,5,[3, 2, 3, 3, 2],[1, 4, 1, 4, 4]
434,10,6,4,[4, 3, 3, 3, 4, 4],[6, 7, 1, 6]
435,10,6,4,[3, 4, 3, 4, 3, 4],[2, 5, 1, 6]
436,10,8,2,[4, 4, 3, 3, 3, 4, 4, 3],[5, 6]
437,10,6,4,[3, 3, 4, 3, 3, 4],[5, 5, 6, 2]
438,10,6,4,[5, 5, 6, 6, 6, 6],[7, 7, 4, 4]
439,10,5,5,[6, 5, 4, 5, 5],[8, 7, 3, 7, 2]
440,10,8,2,[3, 4, 4, 5, 3, 4, 5, 4],[1, 6]
441,10,9,1,[4, 2, 4, 3, 4, 2, 3, 4, 3],[1]
442,10,9,1,[4, 3, 5, 3, 5, 3, 4, 3, 4],[7]
443,10,6,4,[5, 4, 5, 5, 5, 5],[3, 3, 3, 3]
444,10,6,4,[5, 4, 5, 5, 5, 4],[3, 7, 3, 7]
445,10,8,2,[5, 6, 6, 5, 6, 5, 5, 6],[7, 4]
446,10,5,5,[3, 3, 3, 3, 4],[5, 5, 1, 5, 5]
447,10,8,2,[5, 7, 6, 5, 5, 6, 5, 7],[9, 4]
448,10,7,3,[3, 4, 3, 4, 6, 4, 5],[7, 2, 7]
449,10,5,5,[2, 2, 3, 2, 3],[5, 4, 1, 4, 1]
450,10,8,2,[4, 4, 3, 3, 4, 4, 3, 3],[1, 5]
451,10,6,4,[6, 5, 5, 6, 5, 5],[7, 4, 4, 8]
452,10,8,2,[2, 3, 3, 3, 2, 3, 3, 3],[1, 7]
453,10,8,2,[7, 5, 5, 5, 6, 6, 7, 5],[9, 9]
454,10,6,4,[5, 4, 4, 4, 5, 5],[3, 6, 3, 3]
455,10,8,2,[4, 6, 6, 4, 5, 5, 6, 5],[3, 9]
456,10,6,4,[4, 4, 4, 4, 4, 4],[5, 3, 5, 5]
457,10,8,2,[6, 6, 6, 5, 5, 6, 5, 5],[8, 9]
458,10,9,1,[7, 8, 7, 8, 7, 7, 8, 6, 8],[1]
459,10,7,3,[5, 4, 5, 4, 4, 5, 4],[3, 7, 6]
460,10,8,2,[6, 4, 5, 5, 5, 4, 5, 4],[7, 9]
461,10,8,2,[7, 6, 6, 5, 6, 6, 5, 5],[9, 3]
463,10,6,4,[5, 5, 6, 5, 5, 5],[7, 4, 3, 7]
464,10,9,1,[3, 3, 3, 3, 3, 4, 4, 3, 3],[7]
465,10,8,2,[4, 5, 5, 4, 5, 4, 5, 5],[3, 6]
466,10,7,3,[4, 5, 4, 4, 5, 5, 5],[6, 2, 3]
467,10,5,5,[5, 4, 5, 4, 5],[3, 6, 3, 3, 6]
468,10,8,2,[5, 6, 6, 5, 5, 4, 4, 4],[8, 1]
469,10,8,2,[4, 3, 5, 4, 4, 4, 4, 2],[1, 9]
470,10,9,1,[2, 3, 3, 2, 3, 4, 3, 3, 3],[7]
471,10,6,4,[4, 4, 4, 4, 4, 4],[5, 5, 5, 3]
472,10,7,3,[6, 6, 4, 7, 7, 6, 5],[3, 9, 1]
473,10,8,2,[3, 3, 4, 3, 3, 3, 4, 3],[5, 2]
474,10,7,3,[4, 4, 3, 4, 3, 3, 3],[5, 2, 5]
475,10,7,3,[5, 5, 4, 5, 5, 4, 5],[2, 6, 2]
477,10,9,1,[4, 3, 2, 3, 4, 4, 3, 2, 4],[1]
478,10,7,3,[3, 3, 2, 4, 3, 3, 3],[1, 6, 5]
479,10,7,3,[5, 4, 4, 5, 5, 5, 3],[6, 6, 1]
480,10,6,4,[3, 3, 3, 3, 2, 3],[1, 1, 4, 4]
481,10,6,4,[5, 5, 6, 6, 6, 5],[8, 4, 4, 7]
482,10,7,3,[3, 3, 3, 2, 2, 3, 2],[5, 4, 1]
483,10,8,2,[5, 5, 5, 5, 5, 5, 5, 5],[4, 4]
484,10,6,4,[4, 4, 4, 4, 4, 4],[3, 3, 6, 3]
485,10,8,2,[5, 4, 5, 4, 6, 7, 7, 4],[9, 1]
486,10,8,2,[3, 4, 3, 4, 3, 3, 3, 3],[5, 5]
487,10,8,2,[3, 3, 4, 3, 4, 3, 4, 3],[5, 1]
488,10,7,3,[3, 3, 3, 3, 3, 3, 3],[4, 1, 4]
489,10,6,4,[3, 3, 3, 4, 3, 3],[5, 2, 5, 6]
490,10,6,4,[5, 5, 4, 5, 5, 5],[3, 3, 6, 7]
491,10,5,5,[4, 4, 4, 4, 4],[5, 3, 3, 5, 3]
493,10,6,4,[3, 3, 4, 3, 3, 3],[6, 5, 2, 5]
494,10,6,4,[5, 5, 5, 5, 6, 6],[7, 4, 4, 4]
495,10,7,3,[5, 5, 5, 4, 5, 5, 5],[3, 3, 7]
496,10,9,1,[4, 3, 3, 3, 3, 4, 3, 4, 3],[7]
497,10,7,3,[6, 4, 5, 4, 6, 5, 6],[1, 7, 3]
498,10,7,3,[5, 5, 5, 3, 3, 3, 5],[2, 6, 2]
499,10,7,3,[3, 4, 3, 4, 3, 3, 4],[2, 1, 6]
500,10,7,3,[4, 5, 5, 4, 5, 4, 4],[3, 3, 6]
501,10,8,2,[3, 5, 3, 3, 4, 3, 3, 5],[7, 2]
502,10,7,3,[5, 5, 5, 5, 5, 4, 5],[3, 3, 2]
503,10,6,4,[6, 4, 4, 4, 6, 6],[3, 3, 3, 7]
504,10,9,1,[5, 4, 4, 5, 4, 5, 5, 5, 5],[3]
505,10,8,2,[3, 6, 6, 6, 4, 5, 6, 3],[7, 1]
506,10,8,2,[5, 5, 5, 6, 5, 5, 4, 4],[7, 2]
507,10,5,5,[5, 5, 5, 5, 5],[4, 4, 4, 4, 6]
508,10,6,4,[6, 6, 6, 6, 6, 6],[5, 5, 7, 7]
509,10,7,3,[6, 6, 6, 6, 6, 6, 6],[7, 5, 5]
510,10,8,2,[5, 4, 5, 4, 4, 4, 4, 4],[3, 8]
511,10,8,2,[5, 3, 4, 3, 4, 5, 5, 3],[7, 1]
512,10,8,2,[5, 5, 5, 5, 5, 3, 4, 4],[8, 1]
513,10,7,3,[7, 7, 7, 5, 7, 7, 3],[2, 9, 1]
514,10,8,2,[6, 5, 6, 7, 7, 7, 7, 7],[2, 8]
515,10,7,3,[7, 7, 7, 7, 7, 7, 7],[8, 6, 8]
516,10,8,2,[6, 4, 6, 3, 6, 5, 3, 6],[1, 7]
517,10,8,2,[5, 5, 6, 5, 5, 5, 5, 7],[2, 9]
518,10,7,3,[4, 4, 4, 4, 5, 5, 5],[3, 6, 2]
519,10,6,4,[5, 5, 5, 4, 5, 5],[2, 1, 1, 6]
520,10,6,4,[5, 5, 4, 5, 5, 4],[3, 3, 3, 8]
521,10,7,3,[5, 5, 5, 5, 5, 5, 5],[4, 6, 4]
522,10,7,3,[5, 6, 4, 5, 5, 4, 4],[7, 3, 7]
523,10,9,1,[4, 4, 5, 3, 3, 5, 3, 3, 4],[7]
524,10,6,4,[6, 6, 5, 4, 6, 5],[8, 9, 3, 3]
525,10,8,2,[3, 3, 4, 4, 3, 3, 4, 4],[2, 1]
526,10,6,4,[4, 3, 5, 4, 3, 3],[6, 2, 2, 6]
528,10,8,2,[4, 5, 5, 5, 5, 5, 5, 5],[1, 3]
529,10,8,2,[5, 4, 5, 3, 3, 5, 4, 4],[1, 6]
530,10,8,2,[3, 3, 3, 4, 4, 3, 4, 3],[5, 5]
531,10,6,4,[4, 3, 3, 4, 3, 4],[2, 5, 5, 5]
532,10,7,3,[4, 3, 3, 4, 3, 4, 4],[1, 2, 5]
533,10,8,2,[5, 6, 3, 4, 3, 5, 6, 6],[7, 1]
535,10,6,4,[3, 4, 3, 4, 4, 3],[2, 5, 6, 1]
536,10,8,2,[7, 7, 7, 7, 7, 6, 6, 7],[5, 8]
537,10,6,4,[5, 4, 4, 4, 4, 4],[3, 6, 6, 6]
538,10,8,2,[6, 6, 5, 5, 6, 5, 6, 5],[7, 4]
539,10,7,3,[4, 4, 4, 4, 4, 4, 4],[5, 3, 3]
540,10,9,1,[3, 4, 3, 3, 4, 3, 4, 3, 3],[5]
541,10,7,3,[3, 3, 3, 4, 3, 3, 3],[5, 5, 5]
543,10,6,4,[6, 7, 7, 7, 6, 7],[5, 5, 8, 4]
544,10,6,4,[3, 4, 3, 3, 4, 4],[5, 5, 5, 2]
545,10,7,3,[4, 3, 4, 4, 3, 3, 3],[6, 2, 1]
546,10,7,3,[5, 6, 6, 6, 7, 7, 4],[3, 3, 8]
547,10,7,3,[3, 3, 3, 3, 3, 3, 3],[1, 4, 4]
548,10,8,2,[3, 4, 3, 2, 3, 2, 3, 2],[7, 1]
549,10,8,2,[4, 2, 3, 3, 4, 3, 4, 6],[1, 9]
550,10,7,3,[5, 5, 5, 5, 5, 5, 5],[7, 4, 6]
551,10,4,6,[5, 5, 5, 5],[6, 4, 6, 4, 4, 4]
552,10,8,2,[5, 5, 6, 5, 5, 5, 7, 6],[8, 8]
553,10,8,2,[5, 3, 5, 5, 4, 3, 6, 3],[9, 1]
554,10,8,2,[4, 3, 3, 3, 4, 3, 3, 4],[2, 7]
555,10,8,2,[6, 5, 5, 5, 5, 5, 5, 6],[7, 7]
556,10,8,2,[3, 2, 3, 3, 3, 2, 4, 2],[6, 1]
557,10,9,1,[4, 4, 5, 5, 6, 5, 5, 5, 5],[9]
558,10,4,6,[5, 5, 5, 5],[4, 4, 6, 4, 6, 4]
559,10,8,2,[4, 5, 6, 7, 5, 5, 6, 4],[9, 3]
560,10,8,2,[3, 2, 2, 2, 3, 2, 3, 3],[5, 6]
561,10,7,3,[4, 4, 4, 4, 4, 4, 4],[5, 3, 3]
562,10,8,2,[4, 5, 5, 5, 4, 5, 5, 5],[3, 3]
564,10,8,2,[5, 5, 6, 6, 5, 7, 6, 5],[9, 4]
565,10,4,6,[6, 6, 6, 6],[5, 5, 7, 7, 7, 5]
566,10,7,3,[5, 5, 4, 5, 6, 6, 5],[3, 2, 9]
567,10,7,3,[7, 7, 7, 7, 8, 7, 8],[9, 6, 6]
568,10,7,3,[6, 6, 6, 6, 6, 6, 6],[5, 7, 8]
569,10,6,4,[3, 4, 5, 4, 3, 4],[2, 7, 1, 7]
570,10,7,3,[3, 3, 3, 4, 3, 3, 3],[6, 5, 5]
571,10,6,4,[6, 4, 4, 4, 4, 4],[7, 3, 7, 7]
572,10,9,1,[3, 3, 3, 2, 2, 2, 2, 3, 2],[4]
573,10,7,3,[5, 4, 5, 5, 5, 4, 5],[3, 3, 3]
574,10,9,1,[3, 3, 3, 1, 1, 1, 1, 3, 1],[4]
575,10,6,4,[6, 5, 5, 6, 5, 6],[7, 7, 4, 7]
576,10,5,5,[4, 3, 3, 4, 3],[5, 1, 1, 5, 1]
577,10,6,4,[3, 3, 3, 3, 3, 3],[2, 4, 2, 4]
578,10,8,2,[6, 6, 6, 6, 7, 6, 7, 6],[9, 9]
579,10,9,1,[4, 4, 3, 3, 4, 4, 3, 3, 3],[5]
580,10,7,3,[7, 6, 6, 6, 7, 7, 6],[9, 8, 5]
581,10,7,3,[7, 7, 7, 7, 7, 7, 7],[6, 6, 6]
582,10,8,2,[4, 4, 3, 4, 3, 3, 3, 4],[6, 2]
583,10,5,5,[3, 4, 3, 4, 3],[2, 5, 5, 5, 2]
584,10,4,6,[7, 7, 7, 7],[6, 6, 6, 8, 8, 6]
585,10,6,4,[3, 4, 6, 3, 4, 5],[7, 7, 1, 7]
586,10,9,1,[6, 6, 7, 7, 5, 7, 7, 7, 6],[1]
587,10,7,3,[7, 6, 6, 7, 7, 7, 7],[4, 8, 8]
588,10,6,4,[7, 7, 7, 7, 7, 7],[6, 6, 6, 6]
589,10,8,2,[7, 6, 6, 7, 6, 6, 6, 7],[5, 8]
590,10,4,6,[6, 6, 7, 6],[8, 5, 9, 5, 5, 8]
591,10,7,3,[3, 3, 3, 2, 4, 2, 3],[7, 1, 1]
592,10,6,4,[2, 3, 3, 3, 3, 3],[1, 1, 4, 1]
593,10,7,3,[6, 7, 6, 8, 6, 7, 6],[9, 9, 5]
594,10,9,1,[6, 6, 5, 5, 6, 6, 5, 6, 5],[4]
595,10,7,3,[4, 5, 6, 5, 5, 4, 5],[3, 7, 7]
596,10,8,2,[6, 7, 7, 6, 6, 6, 7, 7],[9, 5]
597,10,8,2,[6, 5, 6, 6, 6, 5, 6, 6],[4, 7]
598,10,8,2,[6, 6, 5, 6, 7, 8, 7, 6],[9, 1]
599,10,8,2,[7, 7, 6, 6, 6, 7, 6, 7],[2, 8]
600,10,6,4,[3, 3, 3, 3, 3, 3],[6, 6, 6, 2]
601,10,4,6,[5, 5, 5, 5],[6, 6, 4, 6, 4, 6]
602,10,4,6,[7, 7, 7, 7],[6, 6, 9, 9, 9, 6]
603,10,8,2,[7, 5, 7, 6, 6, 7, 7, 6],[3, 9]
604,10,9,1,[6, 5, 5, 6, 5, 5, 6, 5, 6],[7]
605,10,5,5,[6, 6, 6, 6, 6],[7, 5, 7, 5, 7]
606,10,5,5,[4, 4, 4, 4, 4],[3, 3, 6, 3, 5]
607,10,8,2,[3, 2, 3, 3, 2, 3, 5, 3],[1, 8]
608,10,7,3,[4, 3, 4, 4, 4, 3, 4],[1, 1, 1]
609,10,5,5,[7, 7, 7, 7, 7],[6, 6, 6, 8, 6]
610,10,6,4,[7, 7, 7, 7, 7, 7],[8, 6, 6, 9]
611,10,6,4,[6, 7, 7, 6, 6, 7],[5, 5, 5, 8]
612,10,6,4,[4, 5, 4, 4, 3, 4],[1, 6, 2, 7]
613,10,8,2,[3, 4, 3, 3, 3, 3, 3, 4],[6, 1]
614,10,8,2,[5, 4, 4, 5, 5, 5, 4, 4],[7, 3]
615,10,8,2,[3, 3, 2, 2, 3, 3, 3, 3],[4, 1]
616,10,9,1,[7, 7, 5, 7, 7, 7, 6, 6, 6],[3]
617,10,8,2,[5, 5, 5, 4, 5, 4, 5, 4],[1, 6]
618,10,9,1,[6, 7, 5, 7, 7, 6, 6, 6, 7],[3]
619,10,6,4,[4, 5, 4, 4, 5, 5],[3, 7, 3, 3]
620,10,5,5,[5, 5, 5, 5, 5],[4, 6, 6, 6, 6]
621,10,7,3,[6, 6, 7, 6, 7, 6, 7],[5, 8, 8]
622,10,8,2,[6, 6, 6, 6, 7, 6, 6, 5],[9, 1]
623,10,8,2,[6, 7, 7, 7, 7, 7, 6, 7],[8, 4]
624,10,8,2,[7, 7, 6, 7, 6, 7, 7, 6],[5, 9]
625,10,6,4,[3, 3, 3, 3, 2, 3],[4, 1, 1, 1]
626,10,6,4,[4, 4, 3, 3, 3, 3],[2, 2, 5, 2]
627,10,7,3,[3, 3, 3, 3, 3, 4, 3],[1, 5, 1]
628,10,6,4,[3, 3, 3, 3, 3, 3],[2, 2, 4, 2]
629,10,9,1,[4, 4, 4, 3, 3, 3, 4, 4, 3],[7]
632,10,8,2,[7, 7, 6, 7, 6, 6, 7, 6],[3, 4]
633,10,8,2,[4, 3, 3, 4, 3, 4, 4, 3],[6, 5]
634,10,5,5,[3, 3, 3, 3, 3],[1, 4, 4, 1, 4]
635,10,7,3,[6, 6, 7, 7, 6, 7, 7],[8, 8, 3]
636,10,6,4,[7, 7, 8, 8, 7, 7],[9, 5, 9, 5]
637,10,6,4,[5, 5, 5, 5, 5, 5],[6, 4, 4, 6]
638,10,6,4,[5, 4, 5, 5, 5, 4],[6, 6, 3, 6]
639,10,9,1,[2, 2, 3, 3, 2, 3, 3, 3, 3],[7]
640,10,7,3,[3, 3, 4, 3, 3, 4, 4],[5, 2, 5]
641,10,9,1,[6, 7, 7, 7, 7, 7, 7, 7, 7],[4]
642,10,6,4,[7, 7, 7, 7, 7, 7],[8, 6, 8, 8]
643,10,7,3,[3, 3, 3, 3, 3, 3, 3],[2, 2, 4]
644,10,9,1,[4, 3, 3, 4, 5, 3, 3, 3, 4],[7]
645,10,7,3,[4, 3, 3, 4, 4, 4, 4],[7, 2, 6]
646,10,5,5,[5, 5, 5, 6, 5],[7, 7, 7, 7, 4]
647,10,8,2,[6, 7, 6, 7, 6, 7, 6, 7],[4, 5]
648,10,7,3,[4, 3, 3, 3, 4, 3, 4],[2, 5, 6]
649,10,8,2,[7, 7, 8, 7, 6, 8, 6, 7],[5, 9]
650,10,8,2,[4, 3, 4, 3, 4, 3, 3, 4],[6, 2]
651,10,8,2,[7, 7, 7, 7, 7, 7, 7, 7],[6, 8]
652,10,5,5,[2, 2, 2, 2, 2],[3, 1, 3, 1, 3]
653,10,8,2,[3, 5, 4, 3, 3, 5, 4, 4],[2, 8]
654,10,8,2,[6, 3, 5, 6, 5, 3, 3, 6],[9, 2]
655,10,7,3,[5, 5, 4, 5, 5, 4, 4],[7, 8, 2]
656,10,9,1,[7, 7, 5, 6, 7, 5, 6, 7, 5],[3]
657,10,7,3,[7, 7, 7, 7, 7, 7, 7],[6, 6, 6]
658,10,8,2,[7, 6, 6, 6, 7, 7, 8, 6],[9, 9]
659,10,8,2,[7, 7, 7, 6, 7, 6, 7, 7],[3, 8]
660,10,9,1,[4, 4, 3, 3, 3, 3, 4, 3, 3],[5]
661,10,8,2,[3, 3, 3, 3, 3, 3, 3, 3],[1, 5]
662,10,8,2,[3, 3, 3, 3, 3, 3, 3, 3],[2, 2]
663,10,4,6,[2, 2, 2, 2],[3, 1, 3, 3, 3, 1]
664,10,7,3,[3, 3, 3, 2, 3, 3, 3],[1, 1, 1]
665,10,6,4,[4, 3, 3, 3, 4, 2],[1, 6, 5, 1]
666,10,2,8,[4, 4],[3, 3, 3, 5, 5, 3, 5, 5]
667,10,5,5,[6, 6, 6, 6, 6],[7, 5, 7, 5, 7]
668,10,7,3,[3, 3, 3, 4, 4, 3, 4],[5, 5, 1]
669,10,7,3,[4, 4, 5, 4, 5, 4, 3],[6, 2, 1]
670,10,6,4,[6, 6, 6, 6, 6, 6],[7, 7, 7, 7]
671,10,9,1,[5, 5, 6, 7, 6, 6, 5, 7, 5],[8]
672,10,7,3,[3, 4, 3, 3, 3, 3, 4],[2, 6, 5]
673,10,8,2,[6, 7, 6, 7, 7, 7, 7, 6],[8, 4]
674,10,9,1,[6, 6, 7, 7, 6, 7, 6, 6, 7],[9]
675,10,8,2,[7, 7, 7, 8, 8, 6, 6, 7],[9, 5]
676,10,8,2,[2, 3, 2, 2, 3, 2, 4, 2],[6, 6]
677,10,8,2,[6, 6, 6, 6, 4, 4, 6, 6],[1, 7]
678,10,5,5,[6, 6, 6, 6, 6],[7, 4, 4, 7, 4]
679,10,7,3,[3, 3, 3, 3, 3, 3, 3],[4, 2, 2]
680,10,7,3,[3, 4, 3, 4, 2, 3, 3],[1, 1, 6]
681,10,7,3,[3, 2, 2, 3, 3, 3, 3],[1, 4, 4]
682,10,7,3,[3, 4, 4, 3, 4, 3, 3],[1, 6, 5]
683,10,7,3,[7, 7, 6, 7, 6, 6, 7],[5, 4, 9]
684,10,9,1,[6, 6, 5, 5, 6, 5, 5, 6, 6],[8]
685,10,9,1,[7, 7, 6, 7, 7, 6, 6, 6, 7],[9]
686,10,7,3,[4, 3, 3, 3, 3, 3, 3],[5, 5, 6]
687,10,8,2,[4, 2, 4, 2, 3, 2, 2, 3],[7, 1]
688,10,6,4,[4, 3, 5, 5, 3, 3],[6, 2, 2, 7]
689,10,8,2,[3, 4, 3, 3, 3, 5, 4, 4],[7, 2]
692,10,6,4,[6, 7, 7, 7, 6, 7],[5, 8, 8, 5]
693,10,2,8,[3, 3],[2, 4, 4, 4, 4, 2, 2, 2]
694,10,5,5,[4, 4, 4, 4, 4],[3, 5, 3, 3, 3]
695,10,6,4,[7, 7, 7, 6, 6, 6],[5, 5, 9, 5]
696,10,6,4,[3, 3, 3, 3, 3, 3],[2, 2, 4, 4]
697,10,6,4,[3, 3, 4, 3, 4, 3],[2, 2, 5, 2]
698,10,6,4,[4, 3, 3, 3, 2, 2],[1, 6, 1, 1]
699,10,7,3,[3, 2, 3, 4, 2, 4, 3],[6, 1, 5]
700,10,8,2,[7, 6, 7, 7, 7, 7, 5, 6],[4, 4]
701,10,7,3,[8, 7, 7, 8, 8, 7, 7],[9, 9, 6]
702,10,6,4,[5, 5, 6, 6, 5, 5],[7, 7, 7, 4]
703,10,7,3,[6, 7, 5, 7, 6, 6, 5],[8, 2, 8]
704,10,7,3,[6, 6, 5, 6, 5, 6, 5],[4, 7, 7]
705,10,7,3,[4, 4, 5, 5, 5, 5, 5],[6, 6, 3]
706,10,9,1,[4, 6, 5, 6, 3, 3, 5, 6, 6],[1]
707,10,7,3,[7, 7, 7, 8, 5, 6, 7],[9, 1, 3]
708,10,7,3,[6, 7, 7, 7, 6, 7, 6],[8, 3, 8]
709,10,8,2,[5, 6, 5, 5, 5, 5, 6, 5],[7, 7]
710,10,8,2,[7, 7, 6, 6, 7, 6, 7, 6],[5, 9]
711,10,7,3,[5, 5, 5, 5, 6, 5, 5],[7, 4, 7]
712,10,8,2,[4, 3, 3, 3, 4, 4, 3, 4],[5, 6]
713,10,7,3,[6, 6, 7, 6, 7, 6, 6],[5, 8, 5]
714,10,7,3,[6, 6, 6, 7, 7, 6, 7],[4, 8, 3]
715,10,7,3,[6, 7, 6, 7, 7, 7, 7],[5, 8, 5]
716,10,8,2,[7, 7, 8, 7, 6, 6, 7, 7],[9, 4]
717,10,5,5,[6, 6, 6, 6, 6],[5, 7, 7, 5, 7]
718,10,7,3,[7, 7, 7, 6, 7, 7, 7],[8, 5, 4]
719,10,6,4,[8, 7, 8, 6, 6, 6],[9, 9, 9, 5]
720,10,8,2,[6, 6, 6, 7, 7, 7, 6, 7],[3, 1]
721,10,6,4,[3, 3, 3, 3, 3, 3],[2, 4, 4, 1]
722,10,6,4,[3, 3, 4, 3, 3, 3],[2, 2, 5, 7]
723,10,8,2,[5, 5, 5, 5, 5, 5, 5, 5],[4, 3]
724,10,8,2,[6, 3, 5, 5, 5, 5, 5, 4],[9, 1]
725,10,4,6,[5, 6, 5, 6],[4, 4, 3, 7, 7, 7]
726,10,5,5,[7, 7, 7, 7, 7],[6, 8, 8, 8, 6]
728,10,7,3,[3, 4, 5, 3, 5, 4, 4],[6, 1, 1]
729,10,5,5,[3, 3, 3, 3, 3],[1, 1, 5, 1, 7]
730,10,6,4,[5, 4, 5, 5, 5, 5],[3, 7, 3, 6]
731,10,9,1,[5, 5, 6, 7, 5, 6, 7, 7, 5],[1]
732,10,6,4,[5, 4, 4, 5, 4, 4],[7, 2, 2, 2]
733,10,5,5,[7, 6, 7, 7, 7],[5, 8, 4, 5, 8]
734,10,7,3,[3, 3, 2, 2, 3, 3, 2],[1, 4, 4]
735,10,9,1,[3, 3, 3, 3, 3, 3, 3, 3, 3],[1]
736,10,8,2,[4, 3, 3, 3, 3, 3, 4, 4],[1, 5]
737,10,7,3,[3, 3, 4, 3, 4, 4, 4],[5, 2, 2]
738,10,8,2,[7, 7, 7, 6, 6, 6, 7, 7],[8, 2]
739,10,5,5,[6, 6, 6, 6, 6],[7, 7, 5, 4, 7]
740,10,7,3,[3, 3, 3, 3, 3, 3, 3],[2, 1, 4]
741,10,5,5,[3, 3, 2, 3, 3],[4, 4, 1, 4, 1]
742,10,6,4,[4, 4, 4, 4, 5, 5],[3, 6, 6, 3]
743,10,7,3,[7, 7, 7, 6, 6, 6, 6],[9, 4, 3]
